tweet_id,tweet_date,tweet_source,tweet_text,tweet_user,tweet_favorites,tweet_retweets,
1.27E+18,19-06-2020 00:43,Twitter for Android,"@M105_0 (T2)
At least now stand up for your army and your country. Not for Modi or this Government. (after Ladakh c… https://t.co/guU1PLyojO",Maq07311862,1,0,
,,,,,,,
1.27E+18,19-06-2020 00:41,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Vidya80519050,0,141,
,,,,,,,
1.27E+18,18-06-2020 23:11,Twitter Web App,Today Breaking News | 19 June 2020 |  Solar eclipse in June I Ratha Yatr... https://t.co/t5vFHpgJZQ via @YouTube… https://t.co/27RBtnPnuJ,AmodiaKatha,0,0,
,,,,,,,
1.27E+18,18-06-2020 22:37,Twitter for iPhone,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,bb_criticism,0,10,
,,,,,,,
1.27E+18,18-06-2020 22:30,Twitter Web App,"RT @AardeeKing: Beautiful! These are pictures from Taiwan, the world is isolating China and we as Indians asking questions on diplomacy! #i…",lovenonymously,0,2,
,,,,,,,
1.27E+18,18-06-2020 22:17,Twitter for Android,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,Nimoh46279156,0,10,
,,,,,,,
1.27E+18,18-06-2020 22:02,Twitter for Android,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,anilbjp2032,0,10,
,,,,,,,
1.27E+18,18-06-2020 21:56,Twitter Web App,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,ziel_khan,0,10,
,,,,,,,
1.27E+18,18-06-2020 21:56,Twitter Web App,"Telecom department Wants BSNL, MTNL to ban use of Chinese equipment in 4G upgrade #BanChineseProducts… https://t.co/Qh5O7eFgUU",Vishalsoni19982,1,0,
,,,,,,,
1.27E+18,18-06-2020 21:27,Twitter Web App,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,yug0007,0,10,
,,,,,,,
1.27E+18,18-06-2020 21:15,Twitter for Android,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,trishulmody,0,10,
,,,,,,,
1.27E+18,18-06-2020 20:46,Twitter for Android,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,mohit2chaudhary,0,10,
,,,,,,,
1.27E+18,18-06-2020 19:49,Twitter for Android,"Breaking Update on China-India Stand-Off 🇨🇳 🇮🇳 🔥

PLA has captured some areas of Arunachal Pradesh. ""The North East… https://t.co/FK3mr1MugD",Scarmanga69X2,2,1,
,,,,,,,
1.27E+18,18-06-2020 19:44,Twitter for Android,"RT @AardeeKing: Beautiful! These are pictures from Taiwan, the world is isolating China and we as Indians asking questions on diplomacy! #i…",DhangadDushyant,0,2,
,,,,,,,
1.27E+18,18-06-2020 19:27,Twitter Web App,Dont know whats happening in the border. #indiavschina,456Feminist,0,0,
,,,,,,,
1.27E+18,18-06-2020 19:24,Twitter Web App,"RT @gizdevdotcom: Recently, India red-flagged 52 Chinese apps. The full list here.

#gizdev #indiavschina #chinaindiaborder #ChinaFacesIndi…",rajajana42,0,2,
,,,,,,,
1.27E+18,18-06-2020 19:12,Twitter Web App,"India v China latest: India sends more troops to China border following deadly clash
https://t.co/pZ2f2IaIS1… https://t.co/fJdc95hkt1",worldabcnews,0,0,
,,,,,,,
1.27E+18,18-06-2020 19:00,Twitter for iPhone,"Beautiful! These are pictures from Taiwan, the world is isolating China and we as Indians asking questions on diplo… https://t.co/CLpo6HWlYW",AardeeKing,4,2,"Place(_api=<tweepy.api.API object at 0x0000015C69B71048>, id='7ad0e3081108f4ba', url='https://api.twitter.com/1.1/geo/id/7ad0e3081108f4ba.json', place_type='city', name='Atlantic City', full_name='Atlantic City, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015C69B71048>, type='Polygon', coordinates=[[[-74.467407, 39.342291], [-74.40702, 39.342291], [-74.40702, 39.386729], [-74.467407, 39.386729]]]), attributes={})"
,,,,,,,
1.27E+18,18-06-2020 18:53,Twitter for Android,"@Irmaknepal In your dreams. Also Gurkhas in all over India are Nepalis. Wtf, you guys don't know fuckong job then t… https://t.co/JVGBmtOvJA",JOHNDOE11890555,0,0,
,,,,,,,
1.27E+18,18-06-2020 18:52,Twitter for Android,"RT @AskSabern: This Time #China and #ChineseProducts will be thrown out of #Bharat

#IndiaVsChina #BoycottChina #BoycottChineseProduct",risinganand89,0,1,
,,,,,,,
1.27E+18,18-06-2020 18:51,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",BipashaPramani1,0,141,
,,,,,,,
1.27E+18,18-06-2020 18:50,Twitter for Android,RT @AardeeKing: Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious! Don’t ce…,DhangadDushyant,0,10,
,,,,,,,
1.27E+18,18-06-2020 18:45,Twitter for Android,"So, will you boycott ""made in china"" products ?

yeah, I'm only hoping that they don't make the first covid vaccine… https://t.co/L0rnCDwB8k",alokscott,1,0,
,,,,,,,
1.27E+18,18-06-2020 18:42,Twitter for iPhone,Our men are already in Moscow! We are going for a kill from all sides! Save my words india will emerge victorious!… https://t.co/eiIzoJrOPK,AardeeKing,67,10,"Place(_api=<tweepy.api.API object at 0x0000015C69B71048>, id='7ad0e3081108f4ba', url='https://api.twitter.com/1.1/geo/id/7ad0e3081108f4ba.json', place_type='city', name='Atlantic City', full_name='Atlantic City, NJ', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015C69B71048>, type='Polygon', coordinates=[[[-74.467407, 39.342291], [-74.40702, 39.342291], [-74.40702, 39.386729], [-74.467407, 39.386729]]]), attributes={})"
,,,,,,,
1.27E+18,18-06-2020 18:33,Twitter Web App,@DrUditaTyagi @TataCompanies @RSSorg @friendsofrss @RSSWarriors #RSS WHAT IS RSS DOING... AT GRASS ROOT LEVELS... I… https://t.co/6kT0LhK18C,UmeshSimply,0,0,
,,,,,,,
1.27E+18,18-06-2020 18:14,Twitter Web App,"Recently, India red-flagged 52 Chinese apps. The full list here.

#gizdev #indiavschina #chinaindiaborder… https://t.co/n0iEfWLKN9",gizdevdotcom,2,2,
,,,,,,,
1.27E+18,18-06-2020 17:57,Twitter for iPhone,"@realDonaldTrump When will support India, India spent good amount of money on your last visit in March #indiavschina",behindthestory8,0,0,
,,,,,,,
1.27E+18,18-06-2020 17:45,Twitter for Android,"RT @mithila_callin: @YouTubeIndia
*Wow, thank you so much everyone, I just hit 500 subscribers on YouTube! #500subs 
https://t.co/X93hZi7BX…",Aryan_8796,0,2,
,,,,,,,
1.27E+18,18-06-2020 17:44,Twitter Web App,"At least 23 #Indian_soldiers were killed in a clash with #Chinese forces in a disputed Himalayan border area, India… https://t.co/p4o73nBfwe",Rahat87909563,0,0,
,,,,,,,
1.27E+18,18-06-2020 17:30,Twitter for Android,"Dear commies  chela chamundas leftists,
 
The war is between India and China.
Not BJP vs China .
 Dimag he samajhlo… https://t.co/97ACyavbAD",Padminisahu7,3,0,"Place(_api=<tweepy.api.API object at 0x0000015C69B71048>, id='47fb55876adec22e', url='https://api.twitter.com/1.1/geo/id/47fb55876adec22e.json', place_type='admin', name='Assam', full_name='Assam, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000015C69B71048>, type='Polygon', coordinates=[[[89.699724, 24.132669], [96.021045, 24.132669], [96.021045, 27.972032], [89.699724, 27.972032]]]), attributes={})"
,,,,,,,
1.27E+18,18-06-2020 17:26,Twitter for Android,Our Flag Does not Fly Because the Wind Moves It.. It Flies With The Last Breath Of Each Soldier Who Died Protecting… https://t.co/quC5nZzvHp,hstraveldiaries,1,0,
,,,,,,,
1.27E+18,18-06-2020 17:23,Twitter for Android,"@ishitamathur27 @karanjohar It's so messed up!
Similar ideology is being followed for #indiavschina They are going… https://t.co/jj5J9upVkg",NG_exhales,1,0,
,,,,,,,
1.27E+18,18-06-2020 17:07,Twitter for Android,"Why only common people, Bollywood celebrities &amp; Star Cricketers/Players  should also boycott the advertising of Chi… https://t.co/rhUqEIrspJ",shiva_7448,5,0,
,,,,,,,
1.27E+18,18-06-2020 16:54,Twitter Web App,"boycott china products.
 stop using Chinese products, stop buying Chinese goods.

#hindustanibhau  #worldnews… https://t.co/eWjtME17yM",krishnamurai3,2,0,
,,,,,,,
1.27E+18,18-06-2020 16:38,Twitter Web App,amul on point as always #Amul #AmulVsChina #indiavschina https://t.co/evftpok9ei,c_mishraji,0,0,
,,,,,,,
1.27E+18,18-06-2020 16:29,Twitter for Android,"R.I.P to martyrs 🙏🇮🇳 salute to indian army 🇮🇳🇮🇳
#kapilkhannawrites #IndianArmy #India #ARMY #salute… https://t.co/tXxW0e1A8p",kapilkhnnawrite,5,0,
,,,,,,,
1.27E+18,18-06-2020 16:20,Sumanerts,RT @STRANGE64022201: How INDIA losing its Neighbors one by one | How INDIA losing SRI LANKA  #IndiaWantsSurpriseAgain #srilanka  #IndiaWill…,sumanebot,0,7,
,,,,,,,
1.27E+18,18-06-2020 16:10,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",ViklashKumar,0,141,
,,,,,,,
1.27E+18,18-06-2020 16:08,Twitter for Android,"My mom to me- 
Please delete all the Chinese apps from my phone, I hate #China, throw away all the Chinese products… https://t.co/7399nXNaz0",abhaykhabale,1,0,
,,,,,,,
1.27E+18,18-06-2020 15:57,Twitter for Android,"Decision is in your hand what do you need ""saamaan or samman"" ?
Support India we need respect.
#SammanVsSaamaan… https://t.co/ykjnXFQIYU",MotiRajpurohi11,5,1,
,,,,,,,
1.27E+18,18-06-2020 15:55,Twitter for Android,"And thus, I do believe that boycotting Chinese manufacturers is not the immediate solution. Purely because, we don'… https://t.co/3a91IbXiI4",ImSrijanG,1,0,
,,,,,,,
1.27E+18,18-06-2020 15:55,Twitter Web App,I REALLY SUPPORT THE CAMPAIGN OF @ZeeNews  #hindichineebyebye  AND #SammanVsSaamaan                     #DNALive… https://t.co/Azd2A6h4aS,Shree_dharJoshi,1,0,
,,,,,,,
1.27E+18,18-06-2020 15:37,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",anji_adoni,0,141,
,,,,,,,
1.27E+18,18-06-2020 15:21,Twitter for Android,"People using tiktok don't have rights to post anything about Martyred soldiers, 
Because you're the one who's fundi… https://t.co/gd4ESKt05S",suryansh_25,0,0,
,,,,,,,
1.27E+18,18-06-2020 15:17,Twitter Web App,RT @STRANGE64022201: How INDIA losing its Neighbors one by one | How INDIA losing SRI LANKA  #IndiaWantsSurpriseAgain #srilanka  #IndiaWill…,STRANGE64022201,0,7,
,,,,,,,
1.27E+18,18-06-2020 15:16,Twitter Web App,How INDIA losing its Neighbors one by one | How INDIA losing SRI LANKA  #IndiaWantsSurpriseAgain #srilanka… https://t.co/R4Xk90Gr1C,STRANGE64022201,2,7,
,,,,,,,
1.27E+18,18-06-2020 15:10,Twitter Web App,RT @aniketsp: Its really pathetic how some people are converting #indiavsChina into #ModivsChina! There is a limit to personal hatred. We d…,lapanduro,0,3,
,,,,,,,
1.27E+18,18-06-2020 15:10,Twitter Web App,A huge trade war at our hand  and at the same time massive opportunity ahead. #indiavschina https://t.co/mFFaLTB0rM,Oshivoham,8,0,
,,,,,,,
1.27E+18,18-06-2020 14:49,Twitter for Android,"It's not the time to question and put allegations on govt for IndiaVsChina issues , rather it's time to give positi… https://t.co/AmySm0glyc",Iam_bkmohanty,0,0,
,,,,,,,
1.27E+18,18-06-2020 14:49,Twitter for Android,"RT @mithila_callin: @YouTubeIndia
*Wow, thank you so much everyone, I just hit 500 subscribers on YouTube! #500subs 
https://t.co/X93hZi7BX…",mithila_callin,0,2,
,,,,,,,
1.27E+18,18-06-2020 14:49,Twitter for Android,"@YouTubeIndia
*Wow, thank you so much everyone, I just hit 500 subscribers on YouTube! #500subs… https://t.co/XaxD4fVAX0",mithila_callin,2,2,
,,,,,,,
1.27E+18,18-06-2020 14:27,Twitter Web App,Famous Indian Celebrities and Sports person should stop promoting #ChineseProducts in their advertisements .… https://t.co/lxfjAbBMN5,Nayanjyoti12341,2,0,
,,,,,,,
1.27E+18,18-06-2020 14:15,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",KokamkarPooja,0,19,
,,,,,,,
1.27E+18,18-06-2020 14:14,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",KokamkarPooja,0,28,
,,,,,,,
1.27E+18,18-06-2020 14:13,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",KokamkarPooja,0,141,
,,,,,,,
1.27E+18,18-06-2020 14:09,Twitter for Android,RT @SabseNEECH: For all those trolling #aajtak just remember hume bhi apna Vikas karna hai #BoycottChineseProducts logo ke lia hai humare l…,aksingh300,0,1,
,,,,,,,
1.27E+18,18-06-2020 14:09,Twitter Web App,For all those trolling #aajtak just remember hume bhi apna Vikas karna hai #BoycottChineseProducts logo ke lia hai… https://t.co/ZXpGRvq9Wu,SabseNEECH,0,1,
,,,,,,,
1.27E+18,18-06-2020 14:00,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",rBI9fVs1YoBlzyr,0,141,
,,,,,,,
1.27E+18,18-06-2020 13:52,Twitter for Android,"RT @DebashishHiTs: From Telangana, Punjab to Bihar and Jharkhand, #WeStandWithINDIANArmy and that's what these #CongiCommies #PaifLibtards…",Ateev_Anand,0,10,
,,,,,,,
1.27E+18,18-06-2020 13:47,Twitter Web App,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Msd7Raja,0,141,
,,,,,,,
1.27E+18,18-06-2020 13:46,Twitter for Android,"DEAR INDIANS
Stop showing love for TikTok,
Its time to show love for the Country .!
Serve your nation.
Uninstall it… https://t.co/D3X5qXyZO2",Divyans97270010,1,0,
,,,,,,,
1.27E+18,18-06-2020 13:46,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",ghati_ramesh,0,141,
,,,,,,,
1.27E+18,18-06-2020 13:37,Twitter for Android,India should ban all flights from #china #BoycottChina #ThursdayThoughts #indiavschina,Nshivnan,0,0,
,,,,,,,
1.27E+18,18-06-2020 13:30,Twitter for iPhone,"@narendramodi LONG LIVE MODIJI, TAKE CARE OF YOURSELF SIR, WE WANT YOUR LONG LIFE.  1962 HISTORY IS GOING TO REPEAT ITSELF, #indiavschina",mohitsharma3774,1,0,
,,,,,,,
1.27E+18,18-06-2020 13:30,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",ghati_ramesh,0,28,
,,,,,,,
1.27E+18,18-06-2020 13:20,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",SanjayWadkar14,0,19,
,,,,,,,
1.27E+18,18-06-2020 13:18,Twitter for Android,"Ppl sitting comfortably in the 4 walls of their house r demanding war b/w #indiavschina . Remember,  soldiers are t… https://t.co/VAEtEXb1Yk",mediagirl_nupur,2,0,
,,,,,,,
1.27E+18,18-06-2020 13:17,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",santosh_alshi,0,141,
,,,,,,,
1.27E+18,18-06-2020 13:17,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",ad714b50e5a64b4,0,19,
,,,,,,,
1.27E+18,18-06-2020 13:15,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",kakani_prema,0,141,
,,,,,,,
1.27E+18,18-06-2020 13:09,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",SarwanKumarAga2,0,19,
,,,,,,,
1.27E+18,18-06-2020 13:05,Twitter Web App,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",suryavignesh17,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:54,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Manjeshkrishna5,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:53,Twitter for iPhone,"to ppl asking for a War with China

NDA (II) 2020 forms are out..

CDS (II) will be out in August..

*Just saying*… https://t.co/oXTLw3S6Ix",VikasNehra09,0,0,
,,,,,,,
1.27E+18,18-06-2020 12:50,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",SamidhaWarudkar,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:50,Twitter Web App,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",suryavignesh21,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:49,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",ChanduManthena,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:48,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Neela55913556,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:47,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",PradeshBhandar1,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:47,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",pushpa_sawant1,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:46,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",GovindDalvi5,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:46,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",PradeshBhandar1,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:44,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",PradeshBhandar1,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:42,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",ChhayaDeshpand1,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:41,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",AshwiniKhatri2,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:41,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",YogeeshGowda15,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:41,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",VasantP15742141,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:40,Twitter for iPhone,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",sarat245456,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:36,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",AshwiniKhatri2,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:36,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Janardhanap6,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:34,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",AbhijitKapase2,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:34,Twitter Web App,Nifty 50 Market Analysis for 19th Jun 2020 Friday Option Trading Strategy #Nifty50 #BankNifty #optiontrading  #RBI… https://t.co/B7DavczgqQ,LEARNTINVEST,0,0,
,,,,,,,
1.27E+18,18-06-2020 12:31,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",satam_paresh,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:29,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",sparrowarchana,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:29,Twitter Web App,Bank Nifty Market Analysis for 19th Jun 2020 Friday Option Trading Strategy#NSE #Nifty50 #BankNifty #optiontrading… https://t.co/kE8oS8eZbg,LEARNTINVEST,0,0,
,,,,,,,
1.27E+18,18-06-2020 12:27,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",ShailajaJoshi3,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:27,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",SachinSSonar1,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:26,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",hitashree_k,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:25,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",Priyapa89917617,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:25,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",ShailajaChoudh2,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:24,Twitter for Android,@DrSJaishankar This makes my blood boil .... What courage our soldiers had... Even in face of certain death they di… https://t.co/5YIjIdateR,IndiaAspires1,0,0,
,,,,,,,
1.27E+18,18-06-2020 12:24,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",Krushnapatil21,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:23,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",sadhakikvt,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:22,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",KapildevBeher10,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:21,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",Sushmit22892101,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:20,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",WagmorePraveen,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:19,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",s_juvekar,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:18,Twitter for Android,"RT @DebashishHiTs: From Telangana, Punjab to Bihar and Jharkhand, #WeStandWithINDIANArmy and that's what these #CongiCommies #PaifLibtards…",vishwaaguru,0,10,
,,,,,,,
1.27E+18,18-06-2020 12:17,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",8ae7377e1c48446,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:17,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",akallaje1997,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:16,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",knparab20,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:16,Twitter Web App,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",leeladarpoojary,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:15,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",akallaje1997,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:14,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",ashok_kulksrni,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:13,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",subodh347,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:13,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",BhagatHarshal00,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:11,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Ramesh60915268,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:11,Twitter for Android,"RT @bagde_sham: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschi…",Maheshd_20,0,19,
,,,,,,,
1.27E+18,18-06-2020 12:09,Twitter for Android,"RT @ARYAWARAT100: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavsc…",Poonam85103732,0,28,
,,,,,,,
1.27E+18,18-06-2020 12:08,Twitter for Android,"RT @PayalNeve: #ChineseProductsInDustbin   Reminder for all of us, half an hour to go, do participate in this trend as we know #indiavschin…",Poonam85103732,0,141,
,,,,,,,
1.27E+18,18-06-2020 12:08,Twitter Web App,"According to @GauravVallabh_ @INCIndia; ""India has surrendered to China"".
They prove to be a secret Chinese agents.… https://t.co/XtXP6r4cJH",poojadewan2711,1,0,
,,,,,,,
